StartCluster,EndCluster,Passengers
30,84.0,205
30,71.0,152
30,72.0,182
30,70.0,85
30,73.0,170
30,66.0,103
30,87.0,182
30,78.0,199
30,82.0,164
30,86.0,188
30,96.0,210
30,88.0,194
30,94.0,215
30,100.0,215
30,90.0,176
30,85.0,81
30,93.0,164
30,95.0,199
30,89.0,124
30,99.0,194
30,109.0,172
30,76.0,113
30,111.0,232
30,102.0,188
30,104.0,182
30,98.0,73
30,115.0,244
30,106.0,215
30,108.0,194
30,92.0,152
30,91.0,129
30,105.0,89
30,121.0,225
30,110.0,152
30,103.0,81
30,114.0,73
30,116.0,124
30,120.0,176
30,107.0,188
30,123.0,140
30,128.0,233
30,119.0,146
30,117.0,98
30,112.0,164
30,113.0,81
30,118.0,73
30,126.0,188
30,122.0,85
30,124.0,85
30,125.0,134
30,129.0,164
31,21.0,8238
31,55.0,7233
31,48.0,7447
31,7.0,6796
31,101.0,6354
31,34.0,7233
31,127.0,7233
31,83.0,8052
31,97.0,6796
31,81.0,8052
31,77.0,7858
31,0.0,7133
31,1.0,8573
31,2.0,8958
31,3.0,8238
31,4.0,7233
31,5.0,9131
31,6.0,9007
31,8.0,9007
31,9.0,9131
31,10.0,6575
31,11.0,7675
31,12.0,7233
31,13.0,8875
31,14.0,9134
31,15.0,8686
31,16.0,7233
31,17.0,8958
31,18.0,7675
31,19.0,8099
31,20.0,9091
31,22.0,5694
31,23.0,6575
31,24.0,8958
31,25.0,8875
31,26.0,8686
31,27.0,8238
31,28.0,7447
31,29.0,9131
31,30.0,8052
31,32.0,8875
31,40.0,7133
31,33.0,8412
31,35.0,9091
31,43.0,8099
31,38.0,9104
31,36.0,8958
31,37.0,9131
31,39.0,8720
31,47.0,9007
31,46.0,9007
31,50.0,8686
31,53.0,8686
31,58.0,8099
31,56.0,7133
31,42.0,7447
31,41.0,7447
31,61.0,7675
31,44.0,8958
31,59.0,8099
31,57.0,7447
31,67.0,7675
31,45.0,9104
31,52.0,7447
31,49.0,7655
31,51.0,8573
31,60.0,9131
31,72.0,8875
31,68.0,9104
31,64.0,8412
31,65.0,9007
31,69.0,8958
31,62.0,9134
31,54.0,7016
31,78.0,8431
31,84.0,7675
31,80.0,7675
31,73.0,9091
31,76.0,8238
31,79.0,8099
31,75.0,9091
31,71.0,9104
31,74.0,8849
31,87.0,8875
31,88.0,8431
31,90.0,9007
31,63.0,9104
31,96.0,7675
31,86.0,8686
31,94.0,9091
31,99.0,8431
31,66.0,7655
31,70.0,7016
31,95.0,8099
31,82.0,9131
31,106.0,6435
31,89.0,8573
31,93.0,9131
31,107.0,8686
31,108.0,8686
31,92.0,9104
31,91.0,8720
31,100.0,9131
31,102.0,8958
31,85.0,6796
31,98.0,6354
31,104.0,9007
31,115.0,9007
31,109.0,7858
31,105.0,7233
31,121.0,6435
31,103.0,6796
31,110.0,9044
31,113.0,6796
31,116.0,8573
31,112.0,9131
31,111.0,9104
31,128.0,8686
31,119.0,9044
31,124.0,7016
31,114.0,6354
31,120.0,9091
31,125.0,8849
31,122.0,7016
31,123.0,8958
31,118.0,6354
31,126.0,8875
31,129.0,9131
31,117.0,7655
32,21.0,138
32,55.0,116
32,48.0,120
32,7.0,107
32,101.0,99
32,34.0,116
32,127.0,116
32,83.0,134
32,97.0,107
32,81.0,134
32,77.0,129
32,0.0,186
32,1.0,147
32,2.0,165
32,3.0,138
32,4.0,116
32,5.0,179
32,6.0,181
32,8.0,181
32,9.0,156
32,10.0,103
32,11.0,173
32,12.0,116
32,13.0,183
32,14.0,176
32,15.0,186
32,16.0,120
32,17.0,161
32,18.0,187
32,19.0,187
32,20.0,181
32,22.0,86
32,23.0,103
32,24.0,165
32,25.0,183
32,26.0,185
32,27.0,138
32,28.0,120
32,29.0,176
32,30.0,138
32,31.0,182
32,35.0,179
32,46.0,156
32,43.0,187
32,40.0,186
32,33.0,143
32,36.0,161
32,38.0,172
32,50.0,186
32,44.0,161
32,56.0,186
32,45.0,169
32,58.0,156
32,59.0,187
32,41.0,120
32,42.0,120
32,62.0,166
32,61.0,187
32,37.0,179
32,52.0,120
32,53.0,185
32,39.0,152
32,67.0,166
32,65.0,131
32,60.0,176
32,47.0,181
32,51.0,147
32,68.0,172
32,54.0,111
32,63.0,172
32,71.0,169
32,78.0,131
32,75.0,179
32,80.0,187
32,57.0,120
32,64.0,143
32,84.0,187
32,70.0,111
32,79.0,187
32,69.0,161
32,66.0,125
32,72.0,183
32,88.0,186
32,86.0,185
32,74.0,156
32,49.0,125
32,87.0,183
32,96.0,173
32,73.0,179
32,82.0,176
32,76.0,138
32,95.0,187
32,90.0,181
32,85.0,107
32,99.0,186
32,106.0,184
32,94.0,181
32,108.0,131
32,100.0,179
32,89.0,147
32,93.0,176
32,110.0,173
32,103.0,107
32,92.0,169
32,107.0,185
32,102.0,165
32,111.0,172
32,91.0,152
32,112.0,176
32,113.0,107
32,115.0,183
32,109.0,134
32,98.0,99
32,120.0,181
32,105.0,116
32,126.0,131
32,104.0,183
32,121.0,182
32,118.0,99
32,116.0,147
32,128.0,185
32,124.0,111
32,119.0,165
32,123.0,160
32,125.0,156
32,117.0,125
32,122.0,111
32,114.0,99
32,129.0,176
33,21.0,242
33,55.0,197
33,48.0,206
33,7.0,181
33,101.0,165
33,34.0,197
33,127.0,189
33,83.0,224
33,97.0,181
33,81.0,224
33,77.0,224
33,0.0,372
33,1.0,388
33,2.0,242
33,3.0,360
33,4.0,360
33,5.0,270
33,6.0,350
33,8.0,388
33,9.0,270
33,10.0,377
33,11.0,334
33,12.0,382
33,13.0,326
33,14.0,372
33,15.0,308
33,16.0,157
33,17.0,326
33,18.0,359
33,19.0,326
33,20.0,280
33,22.0,334
33,23.0,384
33,24.0,242
33,25.0,298
33,26.0,366
33,27.0,388
33,28.0,390
33,29.0,390
33,30.0,189
33,31.0,359
33,32.0,298
33,35.0,388
33,36.0,372
33,39.0,303
33,44.0,371
33,41.0,388
33,40.0,343
33,42.0,382
33,51.0,379
33,52.0,345
33,49.0,390
33,43.0,372
33,54.0,386
33,59.0,386
33,37.0,280
33,57.0,388
33,53.0,366
33,47.0,343
33,56.0,350
33,66.0,388
33,50.0,317
33,46.0,298
33,58.0,326
33,70.0,371
33,69.0,360
33,61.0,343
33,62.0,261
33,63.0,261
33,38.0,261
33,60.0,334
33,71.0,382
33,76.0,390
33,72.0,358
33,45.0,317
33,82.0,384
33,64.0,197
33,84.0,377
33,86.0,388
33,80.0,366
33,65.0,289
33,67.0,343
33,74.0,224
33,92.0,371
33,93.0,379
33,85.0,386
33,73.0,366
33,89.0,360
33,79.0,326
33,75.0,280
33,78.0,326
33,91.0,358
33,103.0,371
33,88.0,343
33,105.0,345
33,99.0,350
33,90.0,343
33,96.0,343
33,95.0,377
33,104.0,390
33,106.0,366
33,100.0,280
33,98.0,372
33,113.0,377
33,94.0,289
33,116.0,384
33,117.0,303
33,87.0,343
33,107.0,358
33,68.0,261
33,114.0,366
33,118.0,388
33,122.0,371
33,119.0,377
33,124.0,386
33,108.0,317
33,125.0,379
33,112.0,326
33,115.0,298
33,121.0,358
33,111.0,261
33,102.0,242
33,109.0,181
33,120.0,350
33,123.0,298
33,110.0,251
33,128.0,317
33,129.0,326
33,126.0,308
34,77.0,151
34,21.0,143
34,7.0,127
34,101.0,139
34,97.0,127
34,55.0,118
34,83.0,127
34,81.0,146
34,127.0,106
34,48.0,151
34,6.0,139
34,0.0,123
34,8.0,112
34,5.0,86
34,15.0,101
34,1.0,76
34,9.0,83
34,14.0,123
34,11.0,109
34,12.0,55
34,3.0,73
34,4.0,58
34,13.0,136
34,2.0,73
34,18.0,136
34,10.0,50
34,26.0,133
34,19.0,109
34,24.0,73
34,16.0,45
34,22.0,38
34,23.0,47
34,20.0,90
34,32.0,93
34,31.0,119
34,17.0,86
34,25.0,93
34,33.0,76
34,27.0,69
34,28.0,58
34,40.0,112
34,45.0,133
34,30.0,55
34,47.0,146
34,36.0,109
34,37.0,86
34,43.0,126
34,35.0,109
34,53.0,136
34,46.0,90
34,44.0,90
34,42.0,60
34,29.0,109
34,38.0,79
34,60.0,139
34,50.0,100
34,54.0,55
34,41.0,60
34,39.0,83
34,56.0,116
34,59.0,126
34,49.0,63
34,52.0,60
34,57.0,60
34,51.0,79
34,69.0,90
34,72.0,136
34,58.0,105
34,62.0,79
34,65.0,90
34,71.0,116
34,63.0,79
34,73.0,130
34,64.0,58
34,61.0,109
34,67.0,112
34,84.0,130
34,80.0,130
34,87.0,141
34,66.0,63
34,86.0,119
34,90.0,146
34,74.0,66
34,88.0,136
34,79.0,105
34,78.0,105
34,68.0,79
34,82.0,105
34,95.0,133
34,93.0,105
34,76.0,73
34,99.0,141
34,89.0,79
34,91.0,101
34,92.0,97
34,85.0,52
34,107.0,141
34,75.0,86
34,70.0,55
34,96.0,112
34,106.0,123
34,112.0,141
34,100.0,86
34,98.0,47
34,94.0,90
34,102.0,73
34,104.0,116
34,103.0,52
34,105.0,58
34,109.0,52
34,115.0,93
34,119.0,112
34,120.0,133
34,111.0,79
34,116.0,79
34,117.0,63
34,108.0,101
34,129.0,149
34,118.0,47
34,110.0,76
34,123.0,126
34,114.0,47
34,121.0,119
34,125.0,86
34,122.0,55
34,126.0,97
34,124.0,55
34,128.0,97
34,113.0,52
35,21.0,8716
35,55.0,7738
35,48.0,7738
35,7.0,7234
35,101.0,6732
35,34.0,7487
35,127.0,7487
35,83.0,8479
35,97.0,6982
35,81.0,8479
35,77.0,8479
35,0.0,9890
35,1.0,10351
35,2.0,8716
35,3.0,10397
35,4.0,10075
35,5.0,9578
35,6.0,10397
35,8.0,6270
35,9.0,9578
35,10.0,9578
35,11.0,10400
35,12.0,9929
35,13.0,10365
35,14.0,9890
35,15.0,10199
35,16.0,6237
35,17.0,9890
35,18.0,10351
35,19.0,10365
35,20.0,9761
35,22.0,8479
35,23.0,9379
35,24.0,8716
35,25.0,10075
35,26.0,10256
35,27.0,10400
35,28.0,10075
35,29.0,7327
35,30.0,7234
35,31.0,10351
35,32.0,9929
35,33.0,10351
35,39.0,10105
35,44.0,9599
35,43.0,9889
35,36.0,9889
35,37.0,9578
35,38.0,9168
35,40.0,10397
35,51.0,10351
35,41.0,10199
35,42.0,10199
35,59.0,9222
35,53.0,10105
35,45.0,10199
35,46.0,9929
35,60.0,10365
35,49.0,10297
35,47.0,10400
35,56.0,10351
35,58.0,10365
35,57.0,10199
35,65.0,9761
35,50.0,10199
35,71.0,9222
35,52.0,10199
35,54.0,9929
35,62.0,9379
35,61.0,10400
35,72.0,10351
35,67.0,10400
35,73.0,10105
35,66.0,10297
35,63.0,9168
35,82.0,7327
35,69.0,9599
35,76.0,10400
35,79.0,10365
35,74.0,8479
35,84.0,9599
35,86.0,8738
35,70.0,9929
35,80.0,10256
35,92.0,8738
35,93.0,7327
35,87.0,10400
35,78.0,10297
35,75.0,9761
35,91.0,10256
35,95.0,9889
35,64.0,7738
35,68.0,9168
35,88.0,10400
35,104.0,8121
35,85.0,9761
35,99.0,10397
35,100.0,9578
35,106.0,10256
35,107.0,10351
35,90.0,10400
35,98.0,9168
35,89.0,10351
35,96.0,10400
35,103.0,9761
35,102.0,8716
35,110.0,8947
35,116.0,10256
35,94.0,9761
35,114.0,9379
35,112.0,10297
35,115.0,9929
35,119.0,9599
35,111.0,9168
35,125.0,10105
35,117.0,10297
35,108.0,10199
35,109.0,6982
35,124.0,9929
35,122.0,9929
35,121.0,10351
35,105.0,10075
35,118.0,9379
35,123.0,10075
35,129.0,10297
35,120.0,10397
35,113.0,9761
35,126.0,10075
35,128.0,10199
36,21.0,60
36,55.0,53
36,48.0,53
36,7.0,48
36,101.0,45
36,34.0,51
36,127.0,51
36,83.0,58
36,97.0,48
36,81.0,58
36,77.0,57
36,0.0,72
36,1.0,70
36,2.0,51
36,3.0,68
36,4.0,60
36,5.0,57
36,6.0,72
36,8.0,71
36,9.0,57
36,10.0,55
36,11.0,68
36,12.0,60
36,13.0,72
36,14.0,60
36,15.0,64
36,16.0,35
36,17.0,72
36,18.0,73
36,19.0,68
36,20.0,60
36,22.0,48
36,23.0,55
36,24.0,51
36,25.0,63
36,26.0,71
36,27.0,67
36,28.0,60
36,29.0,65
36,30.0,41
36,31.0,71
36,32.0,63
36,33.0,69
36,35.0,69
36,40.0,69
36,41.0,63
36,44.0,72
36,45.0,72
36,42.0,63
36,38.0,53
36,43.0,72
36,39.0,71
36,53.0,72
36,46.0,60
36,59.0,73
36,49.0,64
36,56.0,70
36,57.0,63
36,50.0,64
36,61.0,68
36,37.0,57
36,51.0,70
36,60.0,73
36,47.0,73
36,52.0,63
36,71.0,56
36,54.0,58
36,73.0,65
36,72.0,72
36,64.0,43
36,58.0,67
36,62.0,55
36,69.0,72
36,74.0,48
36,82.0,71
36,67.0,68
36,65.0,60
36,66.0,66
36,84.0,73
36,86.0,73
36,68.0,53
36,63.0,53
36,91.0,50
36,76.0,68
36,93.0,72
36,70.0,58
36,79.0,67
36,78.0,66
36,95.0,72
36,88.0,72
36,87.0,73
36,90.0,73
36,99.0,73
36,92.0,73
36,85.0,57
36,80.0,73
36,89.0,70
36,75.0,58
36,104.0,72
36,107.0,72
36,106.0,71
36,94.0,58
36,100.0,57
36,102.0,50
36,103.0,57
36,112.0,72
36,98.0,53
36,108.0,64
36,96.0,68
36,119.0,56
36,105.0,63
36,120.0,72
36,110.0,51
36,116.0,70
36,115.0,60
36,121.0,70
36,117.0,66
36,109.0,38
36,123.0,70
36,113.0,58
36,111.0,53
36,114.0,53
36,128.0,64
36,125.0,72
36,129.0,72
36,124.0,58
36,118.0,53
36,126.0,63
36,122.0,58
37,21.0,144
37,55.0,120
37,48.0,124
37,7.0,110
37,101.0,101
37,34.0,120
37,127.0,115
37,83.0,134
37,97.0,110
37,81.0,134
37,77.0,134
37,0.0,209
37,1.0,150
37,2.0,202
37,3.0,144
37,4.0,120
37,5.0,199
37,6.0,196
37,8.0,196
37,9.0,188
37,10.0,106
37,11.0,208
37,12.0,115
37,13.0,199
37,14.0,184
37,15.0,206
37,16.0,208
37,17.0,170
37,18.0,207
37,19.0,206
37,20.0,162
37,22.0,84
37,23.0,101
37,24.0,162
37,25.0,206
37,26.0,199
37,27.0,139
37,28.0,120
37,29.0,184
37,30.0,206
37,31.0,209
37,32.0,199
37,33.0,150
37,35.0,192
37,36.0,165
37,40.0,209
37,38.0,207
37,41.0,124
37,50.0,176
37,46.0,196
37,42.0,124
37,44.0,165
37,43.0,207
37,39.0,160
37,53.0,202
37,61.0,203
37,56.0,209
37,59.0,205
37,45.0,180
37,64.0,203
37,63.0,207
37,58.0,207
37,67.0,208
37,49.0,124
37,47.0,196
37,68.0,207
37,51.0,150
37,66.0,129
37,69.0,169
37,54.0,110
37,75.0,193
37,74.0,185
37,79.0,193
37,60.0,188
37,52.0,124
37,62.0,184
37,65.0,192
37,84.0,208
37,80.0,207
37,78.0,205
37,88.0,202
37,57.0,124
37,72.0,199
37,86.0,199
37,73.0,192
37,82.0,188
37,71.0,175
37,94.0,209
37,92.0,175
37,91.0,160
37,76.0,139
37,95.0,205
37,96.0,208
37,87.0,199
37,90.0,192
37,99.0,205
37,100.0,209
37,70.0,115
37,89.0,150
37,109.0,209
37,106.0,209
37,85.0,110
37,108.0,202
37,111.0,146
37,115.0,146
37,107.0,202
37,93.0,188
37,102.0,202
37,104.0,196
37,98.0,97
37,103.0,110
37,116.0,155
37,121.0,206
37,110.0,175
37,118.0,97
37,114.0,101
37,128.0,203
37,117.0,129
37,112.0,188
37,126.0,199
37,119.0,175
37,113.0,110
37,122.0,110
37,125.0,160
37,120.0,192
37,105.0,120
37,129.0,188
37,124.0,115
37,123.0,170
38,21.0,189
38,55.0,155
38,48.0,161
38,7.0,142
38,101.0,130
38,34.0,155
38,127.0,148
38,83.0,175
38,97.0,142
38,81.0,175
38,77.0,175
38,0.0,290
38,1.0,203
38,2.0,270
38,3.0,189
38,4.0,155
38,5.0,293
38,6.0,263
38,8.0,264
38,9.0,251
38,10.0,136
38,11.0,287
38,12.0,148
38,13.0,269
38,14.0,244
38,15.0,292
38,16.0,217
38,17.0,224
38,18.0,283
38,19.0,291
38,20.0,292
38,22.0,107
38,23.0,136
38,24.0,275
38,25.0,245
38,26.0,269
38,27.0,182
38,28.0,155
38,29.0,244
38,30.0,244
38,31.0,292
38,32.0,269
38,33.0,196
38,35.0,257
38,36.0,217
38,37.0,290
38,40.0,292
38,43.0,283
38,50.0,291
38,44.0,217
38,47.0,264
38,56.0,290
38,39.0,210
38,46.0,264
38,42.0,161
38,58.0,283
38,41.0,161
38,61.0,291
38,45.0,238
38,63.0,270
38,53.0,275
38,49.0,168
38,68.0,228
38,67.0,287
38,54.0,142
38,57.0,161
38,59.0,279
38,51.0,196
38,60.0,251
38,52.0,161
38,75.0,292
38,66.0,168
38,79.0,288
38,65.0,264
38,78.0,279
38,64.0,251
38,80.0,283
38,72.0,269
38,84.0,287
38,73.0,257
38,71.0,231
38,74.0,269
38,86.0,275
38,69.0,224
38,88.0,275
38,94.0,245
38,87.0,269
38,70.0,148
38,76.0,182
38,82.0,251
38,100.0,205
38,62.0,244
38,96.0,287
38,95.0,279
38,102.0,270
38,106.0,292
38,99.0,279
38,90.0,263
38,89.0,196
38,85.0,142
38,93.0,251
38,92.0,231
38,91.0,210
38,105.0,155
38,115.0,293
38,104.0,264
38,98.0,124
38,107.0,275
38,108.0,275
38,111.0,283
38,103.0,142
38,121.0,292
38,110.0,231
38,117.0,168
38,112.0,251
38,116.0,203
38,128.0,284
38,114.0,130
38,109.0,231
38,119.0,231
38,122.0,148
38,129.0,251
38,124.0,148
38,118.0,124
38,126.0,269
38,120.0,257
38,125.0,210
38,123.0,224
38,113.0,142
39,21.0,435
39,55.0,358
39,48.0,373
39,7.0,329
39,101.0,301
39,34.0,358
39,127.0,358
39,83.0,419
39,97.0,329
39,81.0,419
39,77.0,403
39,0.0,636
39,1.0,630
39,2.0,435
39,3.0,505
39,4.0,639
39,5.0,497
39,6.0,609
39,8.0,630
39,9.0,482
39,10.0,646
39,11.0,584
39,12.0,646
39,13.0,584
39,14.0,636
39,15.0,557
39,16.0,288
39,17.0,456
39,18.0,619
39,19.0,584
39,20.0,513
39,22.0,584
39,23.0,648
39,24.0,435
39,25.0,528
39,26.0,628
39,27.0,630
39,28.0,639
39,29.0,639
39,30.0,343
39,31.0,619
39,32.0,528
39,33.0,505
39,35.0,630
39,36.0,636
39,37.0,497
39,38.0,466
39,41.0,599
39,42.0,646
39,44.0,544
39,51.0,574
39,43.0,642
39,49.0,630
39,54.0,648
39,57.0,648
39,59.0,648
39,52.0,617
39,56.0,619
39,40.0,609
39,53.0,636
39,47.0,597
39,66.0,617
39,60.0,584
39,69.0,544
39,45.0,557
39,61.0,597
39,71.0,646
39,70.0,639
39,73.0,636
39,50.0,557
39,62.0,482
39,58.0,584
39,76.0,639
39,46.0,528
39,82.0,617
39,67.0,597
39,68.0,466
39,86.0,648
39,85.0,648
39,72.0,619
39,89.0,505
39,65.0,513
39,84.0,646
39,92.0,574
39,93.0,599
39,80.0,628
39,64.0,373
39,87.0,596
39,95.0,642
39,79.0,584
39,88.0,596
39,78.0,571
39,103.0,645
39,90.0,597
39,105.0,630
39,91.0,619
39,75.0,513
39,104.0,645
39,74.0,419
39,99.0,609
39,106.0,628
39,98.0,642
39,63.0,466
39,107.0,619
39,96.0,596
39,116.0,617
39,117.0,599
39,113.0,642
39,118.0,648
39,114.0,628
39,100.0,497
39,102.0,435
39,122.0,639
39,110.0,450
39,119.0,646
39,124.0,648
39,125.0,574
39,94.0,513
39,120.0,609
39,115.0,528
39,108.0,557
39,112.0,571
39,129.0,571
39,109.0,329
39,123.0,543
39,121.0,619
39,111.0,466
39,126.0,543
39,128.0,557
40,21.0,668
40,55.0,596
40,48.0,596
40,7.0,540
40,101.0,521
40,34.0,577
40,127.0,577
40,83.0,650
40,97.0,540
40,81.0,650
40,77.0,650
40,0.0,652
40,1.0,700
40,2.0,762
40,3.0,668
40,4.0,577
40,5.0,777
40,6.0,777
40,8.0,777
40,9.0,777
40,10.0,540
40,11.0,688
40,12.0,577
40,13.0,773
40,14.0,775
40,15.0,739
40,16.0,615
40,17.0,742
40,18.0,716
40,19.0,688
40,20.0,773
40,22.0,447
40,23.0,521
40,24.0,762
40,25.0,755
40,26.0,766
40,27.0,668
40,28.0,596
40,29.0,775
40,30.0,684
40,31.0,606
40,32.0,773
40,33.0,684
40,35.0,777
40,36.0,742
40,37.0,777
40,38.0,775
40,39.0,730
40,43.0,717
40,42.0,596
40,47.0,773
40,50.0,739
40,56.0,468
40,44.0,742
40,41.0,596
40,53.0,755
40,59.0,739
40,61.0,652
40,58.0,739
40,46.0,773
40,64.0,700
40,49.0,615
40,57.0,596
40,67.0,688
40,52.0,596
40,63.0,775
40,54.0,559
40,60.0,775
40,65.0,777
40,68.0,775
40,45.0,762
40,51.0,700
40,79.0,717
40,72.0,773
40,62.0,769
40,75.0,773
40,78.0,739
40,80.0,716
40,69.0,742
40,66.0,633
40,84.0,716
40,82.0,775
40,74.0,753
40,88.0,755
40,71.0,762
40,86.0,766
40,87.0,773
40,76.0,668
40,73.0,777
40,96.0,688
40,89.0,700
40,95.0,739
40,90.0,777
40,70.0,559
40,94.0,773
40,106.0,547
40,99.0,739
40,85.0,540
40,108.0,755
40,100.0,777
40,107.0,755
40,102.0,762
40,111.0,775
40,93.0,775
40,92.0,762
40,112.0,777
40,91.0,715
40,98.0,502
40,105.0,596
40,103.0,540
40,121.0,547
40,104.0,773
40,110.0,762
40,109.0,668
40,115.0,766
40,120.0,777
40,119.0,753
40,126.0,766
40,113.0,540
40,123.0,753
40,117.0,633
40,122.0,559
40,114.0,502
40,125.0,730
40,124.0,559
40,128.0,739
40,116.0,700
40,129.0,777
40,118.0,502
41,21.0,44
41,55.0,35
41,48.0,36
41,7.0,31
41,101.0,28
41,34.0,35
41,127.0,35
41,83.0,42
41,97.0,31
41,81.0,42
41,77.0,40
41,0.0,75
41,1.0,86
41,2.0,44
41,3.0,68
41,4.0,84
41,5.0,51
41,6.0,69
41,8.0,86
41,9.0,49
41,10.0,86
41,11.0,64
41,12.0,84
41,13.0,64
41,14.0,75
41,15.0,60
41,16.0,27
41,17.0,86
41,18.0,71
41,19.0,64
41,20.0,54
41,22.0,73
41,23.0,80
41,24.0,44
41,25.0,56
41,26.0,73
41,27.0,87
41,28.0,87
41,29.0,84
41,30.0,33
41,31.0,71
41,32.0,56
41,33.0,87
41,35.0,86
41,36.0,75
41,37.0,51
41,38.0,47
41,39.0,81
41,40.0,66
41,44.0,87
41,49.0,87
41,51.0,86
41,52.0,86
41,54.0,86
41,42.0,79
41,43.0,77
41,53.0,75
41,59.0,80
41,57.0,86
41,56.0,71
41,47.0,66
41,58.0,64
41,46.0,56
41,69.0,87
41,60.0,64
41,66.0,87
41,62.0,49
41,61.0,66
41,70.0,84
41,73.0,75
41,50.0,60
41,72.0,71
41,71.0,79
41,63.0,47
41,65.0,56
41,76.0,84
41,85.0,86
41,67.0,66
41,45.0,60
41,79.0,64
41,89.0,81
41,86.0,82
41,68.0,47
41,64.0,36
41,93.0,87
41,92.0,87
41,84.0,79
41,75.0,54
41,82.0,87
41,98.0,83
41,95.0,77
41,80.0,73
41,91.0,71
41,104.0,83
41,88.0,66
41,96.0,66
41,90.0,66
41,105.0,86
41,78.0,62
41,99.0,69
41,103.0,83
41,87.0,66
41,74.0,42
41,113.0,83
41,114.0,80
41,116.0,86
41,117.0,87
41,100.0,51
41,102.0,44
41,108.0,60
41,110.0,46
41,122.0,84
41,107.0,71
41,119.0,79
41,120.0,69
41,106.0,73
41,112.0,62
41,118.0,80
41,124.0,87
41,125.0,87
41,111.0,47
41,121.0,71
41,109.0,31
41,94.0,54
41,115.0,56
41,123.0,58
41,126.0,58
41,128.0,60
41,129.0,62
42,21.0,33
42,55.0,27
42,48.0,28
42,7.0,24
42,101.0,22
42,34.0,27
42,127.0,27
42,83.0,32
42,97.0,24
42,81.0,32
42,77.0,31
42,0.0,58
42,1.0,62
42,2.0,33
42,3.0,65
42,4.0,59
42,5.0,40
42,6.0,53
42,8.0,66
42,9.0,38
42,10.0,55
42,11.0,49
42,12.0,58
42,13.0,49
42,14.0,58
42,15.0,46
42,16.0,21
42,17.0,67
42,18.0,55
42,19.0,49
42,20.0,41
42,22.0,46
42,23.0,55
42,24.0,33
42,25.0,43
42,26.0,56
42,27.0,64
42,28.0,59
42,29.0,65
42,30.0,25
42,31.0,55
42,32.0,43
42,33.0,66
42,35.0,66
42,36.0,58
42,37.0,40
42,38.0,36
42,39.0,67
42,40.0,52
42,41.0,61
42,44.0,65
42,43.0,59
42,49.0,62
42,51.0,67
42,45.0,48
42,46.0,43
42,54.0,58
42,50.0,46
42,52.0,61
42,59.0,63
42,53.0,58
42,47.0,51
42,57.0,61
42,58.0,49
42,56.0,55
42,61.0,51
42,66.0,62
42,62.0,38
42,60.0,51
42,69.0,67
42,63.0,36
42,65.0,43
42,67.0,52
42,76.0,53
42,70.0,58
42,71.0,61
42,64.0,28
42,68.0,36
42,73.0,58
42,72.0,55
42,82.0,67
42,80.0,58
42,86.0,64
42,84.0,61
42,75.0,41
42,79.0,49
42,89.0,67
42,74.0,32
42,78.0,48
42,85.0,56
42,92.0,67
42,93.0,67
42,88.0,52
42,87.0,53
42,91.0,55
42,95.0,59
42,90.0,51
42,99.0,53
42,103.0,56
42,104.0,64
42,96.0,53
42,105.0,59
42,100.0,40
42,106.0,56
42,98.0,53
42,94.0,41
42,102.0,33
42,107.0,56
42,108.0,46
42,116.0,64
42,114.0,53
42,113.0,56
42,112.0,48
42,117.0,62
42,109.0,24
42,115.0,43
42,111.0,36
42,125.0,66
42,118.0,53
42,110.0,35
42,122.0,58
42,124.0,58
42,121.0,55
42,119.0,61
42,120.0,53
42,128.0,46
42,126.0,44
42,129.0,48
42,123.0,44
43,21.0,15779
43,55.0,14089
43,48.0,14462
43,7.0,13312
43,101.0,12509
43,34.0,14089
43,127.0,14089
43,83.0,15482
43,97.0,13312
43,81.0,15482
43,77.0,15161
43,0.0,13128
43,1.0,16286
43,2.0,15779
43,3.0,15779
43,4.0,14089
43,5.0,16644
43,6.0,15517
43,8.0,15984
43,9.0,16644
43,10.0,12913
43,11.0,15984
43,12.0,14089
43,13.0,15517
43,14.0,16577
43,15.0,16731
43,16.0,12509
43,17.0,16754
43,18.0,11844
43,19.0,16333
43,20.0,16754
43,22.0,11287
43,23.0,12913
43,24.0,15779
43,25.0,16805
43,26.0,14907
43,27.0,15779
43,28.0,14462
43,29.0,16577
43,30.0,13705
43,31.0,14907
43,32.0,16810
43,33.0,16049
43,35.0,15984
43,36.0,16754
43,37.0,16644
43,38.0,16286
43,39.0,16644
43,40.0,15517
43,41.0,14820
43,42.0,14820
43,45.0,16731
43,47.0,15984
43,46.0,16810
43,53.0,14125
43,49.0,14820
43,44.0,16754
43,50.0,16731
43,51.0,16286
43,56.0,15517
43,52.0,14462
43,59.0,13128
43,58.0,16577
43,60.0,16333
43,57.0,14462
43,54.0,13705
43,61.0,15985
43,62.0,16286
43,65.0,16754
43,63.0,16286
43,64.0,14089
43,67.0,15985
43,66.0,15161
43,68.0,16286
43,69.0,16754
43,72.0,14907
43,71.0,16805
43,70.0,13705
43,73.0,16333
43,80.0,10136
43,75.0,16644
43,78.0,16577
43,74.0,15161
43,76.0,15779
43,79.0,16577
43,84.0,11844
43,87.0,15517
43,86.0,14907
43,82.0,16577
43,88.0,14907
43,85.0,13312
43,90.0,15985
43,89.0,16286
43,92.0,16805
43,91.0,16486
43,93.0,16577
43,96.0,15984
43,95.0,13128
43,94.0,16754
43,99.0,14125
43,98.0,12509
43,104.0,15517
43,100.0,16644
